,Team1,Team2,WL,delta_Win_Percentage,delta_Score_Margin
141226,1403,1404,True,0.065,0.065
141227,1270,1418,False,-0.248,-0.248
141228,1430,1451,True,-0.409,-0.409
141229,1232,1434,False,-0.348,-0.348
141230,1347,1439,False,-0.093,-0.093
141231,1454,1458,True,-0.044,-0.044
141232,1424,1455,False,-0.226,-0.226
141233,1131,1262,True,0.191,0.191
141234,1225,1450,True,0.346,0.346
141235,1234,1235,False,0.021,0.021
141236,1245,1419,True,0.0,0.0
141237,1237,1283,False,0.0,0.0
141238,1312,1383,True,0.081,0.081
141239,1145,1336,False,-0.076,-0.076
141240,1311,1361,False,-0.461,-0.461
141241,1371,1407,True,0.517,0.517
141242,1380,1461,True,0.213,0.213
141243,1295,1315,True,0.098,0.098
141244,1186,1338,False,-0.145,-0.145
141245,1341,1395,False,-0.138,-0.138
141246,1404,1410,True,0.363,0.363
141247,1152,1434,False,-0.766,-0.766
141248,1103,1126,True,0.358,0.358
141249,1114,1177,True,0.581,0.581
141250,1116,1399,True,-0.107,-0.107
141251,1102,1119,False,-0.181,-0.181
141252,1129,1332,True,-0.218,-0.218
141253,1127,1138,False,-0.309,-0.309
141254,1139,1397,True,0.236,0.236
141255,1141,1411,True,-0.08,-0.08
141256,1143,1388,True,-0.142,-0.142
141257,1151,1173,True,0.063,0.063
141258,1140,1160,False,0.032,0.032
141259,1162,1312,True,0.122,0.122
141260,1163,1326,True,0.1,0.1
141261,1166,1237,True,0.176,0.176
141262,1167,1377,True,0.324,0.324
141263,1172,1441,True,0.18,0.18
141264,1174,1265,True,0.0,0.0
141265,1132,1178,False,-0.045,-0.045
141266,1182,1384,True,0.07,0.07
141267,1188,1340,True,-0.165,-0.165
141268,1191,1290,True,0.498,0.498
141269,1201,1334,True,0.488,0.488
141270,1203,1353,True,0.503,0.503
141271,1202,1205,False,0.049,0.049
141272,1207,1423,True,-0.312,-0.312
141273,1209,1330,True,-0.129,-0.129
141274,1216,1221,False,-0.143,-0.143
141275,1227,1228,False,-0.334,-0.334
141276,1231,1270,True,0.512,0.512
141277,1122,1236,False,-0.225,-0.225
141278,1206,1241,False,-0.301,-0.301
141279,1242,1333,True,0.279,0.279
141280,1145,1245,False,-0.157,-0.157
141281,1113,1246,False,-0.296,-0.296
141282,1248,1357,True,-0.2,-0.2
141283,1249,1251,True,-0.076,-0.076
141284,1254,1310,True,0.297,0.297
141285,1256,1418,True,0.183,0.183
141286,1185,1257,False,-0.259,-0.259
141287,1168,1258,False,-0.147,-0.147
141288,1266,1458,True,-0.019,-0.019
141289,1184,1267,False,-0.048,-0.048
141290,1268,1271,True,0.46,0.46
141291,1264,1272,False,-0.14,-0.14
141292,1175,1276,False,-0.469,-0.469
141293,1196,1277,False,-0.277,-0.277
141294,1279,1369,True,0.514,0.514
141295,1280,1282,False,0.131,0.131
141296,1120,1292,False,-0.355,-0.355
141297,1298,1440,True,0.341,0.341
141298,1179,1305,False,-0.367,-0.367
141299,1307,1320,True,-0.105,-0.105
141300,1318,1392,True,-0.269,-0.269
141301,1324,1405,True,0.14,0.14
141302,1156,1325,False,-0.412,-0.412
141303,1328,1331,True,0.367,0.367
141304,1278,1329,False,-0.117,-0.117
141305,1336,1419,True,-0.081,-0.081
141306,1123,1337,False,0.014,0.014
141307,1170,1339,False,0.059,0.059
141308,1252,1343,False,-0.455,-0.455
141309,1136,1344,False,-0.464,-0.464
141310,1345,1464,True,0.465,0.465
141311,1224,1347,False,-0.15,-0.15
141312,1255,1350,False,-0.267,-0.267
141313,1149,1351,False,-0.172,-0.172
141314,1239,1354,False,-0.119,-0.119
141315,1317,1356,False,-0.355,-0.355
141316,1197,1359,False,-0.165,-0.165
141317,1107,1373,False,0.106,0.106
141318,1105,1387,False,0.013,0.013
141319,1171,1390,False,-0.15,-0.15
141320,1394,1427,True,0.634,0.634
141321,1212,1398,False,-0.5,-0.5
141322,1314,1400,False,0.199,0.199
141323,1243,1401,False,-0.25,-0.25
141324,1414,1429,True,0.236,0.236
141325,1194,1416,False,-0.174,-0.174
141326,1211,1417,False,0.312,0.312
141327,1291,1420,False,0.205,0.205
141328,1415,1424,False,-0.129,-0.129
141329,1226,1430,False,0.15,0.15
141330,1183,1442,False,0.101,0.101
141331,1285,1449,False,0.058,0.058
141332,1428,1455,False,0.016,0.016
141333,1153,1462,False,-0.156,-0.156
141334,1104,1155,True,0.015,0.015
141335,1106,1240,True,0.207,0.207
141336,1112,1281,True,0.435,0.435
141337,1130,1263,True,-0.048,-0.048
141338,1131,1346,True,0.248,0.248
141339,1159,1306,True,-0.172,-0.172
141340,1176,1451,True,-0.226,-0.226
141341,1187,1299,True,0.052,0.052
141342,1195,1269,True,0.114,0.114
141343,1199,1368,True,0.271,0.271
141344,1164,1200,False,-0.311,-0.311
141345,1222,1261,True,0.134,0.134
141346,1229,1293,True,0.031,0.031
141347,1115,1235,False,-0.414,-0.414
141348,1275,1460,True,-0.231,-0.231
141349,1284,1447,True,0.117,0.117
141350,1286,1363,True,0.219,0.219
141351,1161,1294,False,0.224,0.224
141352,1297,1313,True,-0.234,-0.234
141353,1301,1378,True,0.243,0.243
141354,1213,1303,False,0.241,0.241
141355,1304,1348,True,-0.06,-0.06
141356,1152,1321,False,-0.591,-0.591
141357,1260,1323,False,-0.204,-0.204
141358,1287,1338,False,-0.059,-0.059
141359,1355,1364,True,0.207,0.207
141360,1371,1389,True,0.291,0.291
141361,1385,1393,True,-0.368,-0.368
141362,1386,1396,True,0.138,0.138
141363,1402,1410,True,0.263,0.263
141364,1283,1409,False,-0.258,-0.258
141365,1370,1412,False,-0.377,-0.377
141366,1144,1421,False,-0.312,-0.312
141367,1425,1463,True,-0.142,-0.142
141368,1247,1437,False,-0.586,-0.586
141369,1249,1439,False,-0.307,-0.307
141370,1232,1443,False,-0.048,-0.048
141371,1431,1450,False,0.296,0.296
141372,1419,1452,False,-0.184,-0.184
141373,1308,1461,False,0.277,0.277
141374,1157,1459,True,0.144,0.144
141375,1162,1352,True,0.342,0.342
141376,1167,1171,True,0.391,0.391
141377,1216,1357,True,-0.119,-0.119
141378,1264,1383,True,-0.033,-0.033
141379,1267,1300,True,0.17,0.17
141380,1198,1316,False,-0.266,-0.266
141381,1311,1317,False,-0.075,-0.075
141382,1298,1367,False,0.313,0.313
141383,1375,1379,False,0.128,0.128
141384,1142,1388,False,-0.553,-0.553
141385,1391,1398,False,-0.376,-0.376
141386,1341,1408,False,-0.127,-0.127
141387,1186,1441,False,0.067,0.067
141388,1120,1273,True,-0.193,-0.193
141389,1151,1399,True,0.237,0.237
141390,1153,1313,True,0.204,0.204
141391,1155,1342,True,0.262,0.262
141392,1181,1204,True,0.283,0.283
141393,1184,1194,True,0.241,0.241
141394,1197,1368,True,-0.101,-0.101
141395,1210,1433,True,-0.13,-0.13
141396,1175,1213,False,-0.626,-0.626
141397,1223,1415,True,0.061,0.061
141398,1272,1380,True,-0.054,-0.054
141399,1238,1275,False,0.156,0.156
141400,1276,1297,True,0.386,0.386
141401,1256,1279,False,0.075,0.075
141402,1207,1284,False,-0.339,-0.339
141403,1290,1321,False,-0.396,-0.396
141404,1255,1329,False,-0.142,-0.142
141405,1332,1414,True,0.099,0.099
141406,1360,1413,True,-0.045,-0.045
141407,1115,1365,False,-0.091,-0.091
141408,1180,1376,False,-0.542,-0.542
141409,1127,1384,False,-0.147,-0.147
141410,1177,1390,False,-0.193,-0.193
141411,1111,1400,False,-0.335,-0.335
141412,1417,1418,True,-0.048,-0.048
141413,1190,1421,False,0.011,0.011
141414,1422,1448,False,0.024,0.024
141415,1334,1453,False,-0.405,-0.405
141416,1394,1458,False,0.142,0.142
141417,1104,1457,True,-0.127,-0.127
141418,1112,1319,True,0.651,0.651
141419,1113,1424,True,-0.047,-0.047
141420,1114,1146,True,0.621,0.621
141421,1126,1154,False,0.159,0.159
141422,1156,1260,True,-0.219,-0.219
141423,1176,1294,True,0.24,0.24
141424,1182,1354,True,-0.064,-0.064
141425,1187,1423,True,-0.392,-0.392
141426,1106,1189,False,-0.053,-0.053
141427,1199,1280,True,0.142,0.142
141428,1167,1201,False,0.005,0.005
141429,1222,1300,True,0.365,0.365
141430,1227,1229,False,-0.441,-0.441
141431,1233,1411,True,0.125,0.125
141432,1244,1257,False,-0.432,-0.432
141433,1205,1261,False,-0.109,-0.109
141434,1269,1309,True,0.179,0.179
141435,1152,1278,False,-0.224,-0.224
141436,1283,1331,True,-0.027,-0.027
141437,1286,1295,False,-0.148,-0.148
141438,1219,1301,False,0.158,0.158
141439,1307,1308,True,-0.146,-0.146
141440,1314,1408,True,0.471,0.471
141441,1122,1316,False,-0.148,-0.148
141442,1296,1326,False,-0.02,-0.02
141443,1330,1350,False,0.129,0.129
141444,1311,1374,False,-0.575,-0.575
141445,1239,1378,False,0.187,0.187
141446,1381,1388,False,-0.696,-0.696
141447,1194,1397,False,-0.215,-0.215
141448,1341,1402,False,-0.222,-0.222
141449,1355,1403,False,0.161,0.161
141450,1387,1404,False,-0.204,-0.204
141451,1367,1412,False,-0.556,-0.556
141452,1366,1428,False,-0.275,-0.275
141453,1364,1436,False,-0.039,-0.039
141454,1105,1443,False,-0.143,-0.143
141455,1169,1340,True,-0.093,-0.093
141456,1191,1313,True,0.243,0.243
141457,1125,1292,False,-0.077,-0.077
141458,1212,1299,False,-0.18,-0.18
141459,1290,1317,False,-0.104,-0.104
141460,1238,1325,False,-0.114,-0.114
141461,1251,1343,False,-0.433,-0.433
141462,1250,1352,False,0.203,0.203
141463,1214,1374,False,-0.166,-0.166
141464,1377,1454,True,-0.181,-0.181
141465,1110,1392,False,-0.413,-0.413
141466,1252,1398,False,-0.32,-0.32
141467,1142,1425,False,-0.35,-0.35
141468,1267,1452,False,-0.25,-0.25
141469,1149,1460,False,-0.384,-0.384
141470,1140,1141,True,0.205,0.205
141471,1148,1262,True,-0.219,-0.219
141472,1151,1244,True,0.534,0.534
141473,1160,1311,True,0.398,0.398
141474,1184,1190,False,-0.189,-0.189
141475,1192,1406,True,-0.052,-0.052
141476,1213,1361,True,0.074,0.074
141477,1230,1385,True,0.334,0.334
141478,1256,1380,True,0.087,0.087
141479,1240,1258,False,-0.226,-0.226
141480,1272,1279,False,-0.066,-0.066
141481,1305,1365,True,0.234,0.234
141482,1271,1330,False,-0.339,-0.339
141483,1253,1332,False,-0.255,-0.255
141484,1168,1333,False,-0.314,-0.314
141485,1337,1418,True,0.05,0.05
141486,1293,1356,False,-0.171,-0.171
141487,1254,1358,False,-0.001,-0.001
141488,1164,1362,False,-0.242,-0.242
141489,1359,1375,False,0.0,0.0
141490,1155,1376,False,-0.194,-0.194
141491,1275,1399,False,-0.232,-0.232
141492,1117,1404,False,-0.238,-0.238
141493,1101,1415,False,-0.054,-0.054
141494,1193,1447,False,-0.083,-0.083
141495,1157,1448,False,0.222,0.222
141496,1402,1450,False,0.181,0.181
141497,1339,1451,False,-0.387,-0.387
141498,1102,1413,True,0.079,0.079
141499,1107,1384,True,0.328,0.328
141500,1112,1424,True,0.242,0.242
141501,1113,1223,True,0.021,0.021
141502,1130,1174,True,-0.014,-0.014
141503,1138,1286,True,0.143,0.143
141504,1139,1345,True,-0.088,-0.088
141505,1143,1164,True,0.456,0.456
141506,1144,1154,True,0.092,0.092
141507,1131,1145,False,0.124,0.124
141508,1111,1150,False,-0.134,-0.134
141509,1152,1442,True,-0.258,-0.258
141510,1153,1433,True,-0.018,-0.018
141511,1125,1156,False,0.4,0.4
141512,1160,1214,True,-0.011,-0.011
141513,1173,1202,True,0.265,0.265
141514,1178,1416,True,0.083,0.083
141515,1182,1352,True,0.171,0.171
141516,1189,1422,True,0.088,0.088
141517,1196,1329,True,0.201,0.201
141518,1194,1199,False,-0.368,-0.368
141519,1200,1263,True,0.285,0.285
141520,1203,1389,True,0.23,0.23
141521,1206,1255,True,0.111,0.111
141522,1208,1210,True,0.018,0.018
141523,1209,1379,True,0.241,0.241
141524,1211,1397,True,0.34,0.34
141525,1183,1222,False,-0.317,-0.317
141526,1224,1420,True,0.114,0.114
141527,1228,1377,True,0.041,0.041
141528,1231,1323,True,0.125,0.125
141529,1232,1387,True,0.108,0.108
141530,1179,1234,False,-0.477,-0.477
141531,1236,1391,True,0.443,0.443
141532,1237,1381,True,0.244,0.244
141533,1242,1285,True,0.258,0.258
141534,1161,1243,False,-0.015,-0.015
141535,1250,1291,True,0.092,0.092
141536,1257,1443,True,0.242,0.242
141537,1227,1260,False,-0.345,-0.345
141538,1261,1331,True,0.162,0.162
141539,1268,1343,True,-0.028,-0.028
141540,1116,1273,False,-0.048,-0.048
141541,1158,1274,False,-0.248,-0.248
141542,1276,1464,True,0.336,0.336
141543,1277,1318,True,0.322,0.322
141544,1280,1408,True,0.099,0.099
141545,1198,1296,False,-0.219,-0.219
141546,1297,1369,True,0.139,0.139
141547,1281,1301,False,-0.162,-0.162
141548,1171,1306,False,-0.253,-0.253
141549,1308,1431,True,0.114,0.114
141550,1314,1417,True,0.355,0.355
141551,1197,1316,False,-0.411,-0.411
141552,1235,1320,False,0.02,0.02
141553,1177,1321,False,-0.335,-0.335
141554,1324,1449,True,0.093,0.093
141555,1246,1326,False,0.159,0.159
141556,1166,1328,False,-0.218,-0.218
141557,1333,1409,True,-0.045,-0.045
141558,1180,1336,False,-0.3,-0.3
141559,1168,1339,False,-0.069,-0.069
141560,1344,1351,True,0.303,0.303
141561,1347,1423,True,-0.284,-0.284
141562,1233,1348,False,0.157,0.157
141563,1307,1349,False,0.198,0.198
141564,1195,1355,False,-0.222,-0.222
141565,1371,1455,True,0.016,0.016
141566,1354,1382,False,-0.185,-0.185
141567,1229,1386,False,-0.246,-0.246
141568,1165,1393,False,-0.261,-0.261
141569,1175,1396,False,-0.489,-0.489
141570,1108,1398,False,-0.179,-0.179
141571,1390,1400,False,-0.142,-0.142
141572,1124,1401,False,-0.109,-0.109
141573,1115,1403,False,-0.371,-0.371
141574,1126,1405,False,-0.116,-0.116
141575,1378,1412,False,-0.564,-0.564
141576,1207,1421,False,-0.19,-0.19
141577,1181,1428,False,-0.061,-0.061
141578,1427,1430,False,-0.2,-0.2
141579,1283,1434,False,-0.413,-0.413
141580,1435,1459,True,0.161,0.161
141581,1437,1438,False,0.065,0.065
141582,1212,1439,False,-0.433,-0.433
141583,1204,1457,False,-0.276,-0.276
141584,1303,1461,False,0.152,0.152
141585,1120,1462,False,-0.489,-0.489
141586,1114,1319,True,0.764,0.764
141587,1122,1252,True,0.162,0.162
141588,1129,1133,True,0.471,0.471
141589,1106,1157,False,-0.163,-0.163
141590,1163,1262,True,0.349,0.349
141591,1176,1186,False,0.016,0.016
141592,1191,1201,True,0.008,0.008
141593,1187,1241,False,-0.27,-0.27
141594,1264,1288,True,0.152,0.152
141595,1119,1265,False,0.348,0.348
141596,1110,1271,False,0.097,0.097
141597,1284,1353,True,0.6,0.6
141598,1287,1441,True,0.153,0.153
141599,1312,1385,True,0.307,0.307
141600,1172,1338,False,-0.032,-0.032
141601,1304,1359,False,0.084,0.084
141602,1363,1370,False,-0.215,-0.215
141603,1251,1383,False,-0.107,-0.107
141604,1220,1392,False,-0.081,-0.081
141605,1142,1394,False,-0.481,-0.481
141606,1101,1395,False,-0.031,-0.031
141607,1132,1460,False,-0.168,-0.168
141608,1103,1364,True,0.191,0.191
141609,1131,1306,True,-0.038,-0.038
141610,1161,1367,True,0.25,0.25
141611,1166,1317,True,0.23,0.23
141612,1164,1185,False,-0.242,-0.242
141613,1189,1421,True,-0.178,-0.178
141614,1149,1199,False,-0.372,-0.372
141615,1210,1368,True,0.253,0.253
141616,1211,1337,True,0.214,0.214
141617,1213,1222,True,0.083,0.083
141618,1221,1263,True,0.157,0.157
141619,1197,1239,False,-0.207,-0.207
141620,1240,1294,True,-0.069,-0.069
141621,1230,1254,False,0.044,0.044
141622,1260,1442,True,0.16,0.16
141623,1152,1266,False,-0.572,-0.572
141624,1267,1461,True,0.115,0.115
141625,1226,1295,False,-0.098,-0.098
141626,1183,1303,False,-0.159,-0.159
141627,1308,1331,True,0.263,0.263
141628,1313,1431,True,-0.079,-0.079
141629,1111,1314,False,-0.534,-0.534
141630,1321,1357,True,0.225,0.225
141631,1323,1464,True,0.356,0.356
141632,1115,1325,False,-0.403,-0.403
141633,1104,1332,False,-0.255,-0.255
141634,1333,1346,True,0.3,0.3
141635,1334,1365,True,-0.102,-0.102
141636,1258,1339,False,0.078,0.078
141637,1269,1344,False,-0.259,-0.259
141638,1356,1387,True,0.344,0.344
141639,1300,1380,False,-0.268,-0.268
141640,1362,1388,False,-0.356,-0.356
141641,1170,1390,False,-0.069,-0.069
141642,1108,1404,False,-0.084,-0.084
141643,1299,1405,False,-0.193,-0.193
141644,1358,1414,False,-0.202,-0.202
141645,1309,1418,False,-0.258,-0.258
141646,1188,1425,False,-0.422,-0.422
141647,1410,1429,False,-0.298,-0.298
141648,1205,1440,False,0.245,0.245
141649,1184,1452,False,-0.298,-0.298
141650,1219,1456,False,0.022,0.022
141651,1112,1253,True,0.195,0.195
141652,1113,1372,True,-0.352,-0.352
141653,1116,1316,True,-0.133,-0.133
141654,1117,1146,True,0.06,0.06
141655,1120,1307,True,-0.176,-0.176
141656,1122,1459,True,0.052,0.052
141657,1130,1200,True,-0.333,-0.333
141658,1139,1381,True,0.534,0.534
141659,1141,1224,True,0.15,0.15
141660,1142,1427,True,0.153,0.153
141661,1145,1419,True,-0.157,-0.157
141662,1151,1347,True,0.361,0.361
141663,1144,1158,False,-0.2,-0.2
141664,1160,1336,True,0.156,0.156
141665,1167,1340,True,0.345,0.345
141666,1171,1255,True,0.1,0.1
141667,1173,1275,True,0.406,0.406
141668,1177,1203,True,-0.407,-0.407
141669,1101,1179,False,0.133,0.133
141670,1180,1335,True,-0.17,-0.17
141671,1187,1354,True,-0.173,-0.173
141672,1105,1191,False,-0.37,-0.37
141673,1193,1259,True,0.294,0.294
141674,1196,1239,True,0.147,0.147
141675,1127,1198,False,-0.1,-0.1
141676,1204,1391,True,0.147,0.147
141677,1206,1447,True,-0.333,-0.333
141678,1150,1207,False,-0.031,-0.031
141679,1155,1208,False,-0.046,-0.046
141680,1209,1292,True,-0.21,-0.21
141681,1213,1267,True,0.278,0.278
141682,1140,1217,False,0.259,0.259
141683,1218,1320,True,0.197,0.197
141684,1194,1220,False,-0.493,-0.493
141685,1222,1461,True,0.31,0.31
141686,1225,1413,True,0.292,0.292
141687,1229,1398,True,-0.095,-0.095
141688,1231,1244,True,0.471,0.471
141689,1123,1232,False,0.129,0.129
141690,1234,1399,True,0.07,0.07
141691,1153,1235,False,0.032,0.032
141692,1236,1444,True,0.343,0.343
141693,1241,1291,True,0.221,0.221
141694,1242,1361,True,0.16,0.16
141695,1243,1315,True,0.032,0.032
141696,1195,1256,False,-0.148,-0.148
141697,1257,1282,True,0.421,0.421
141698,1110,1261,False,-0.189,-0.189
141699,1135,1265,False,0.026,0.026
141700,1237,1272,False,-0.172,-0.172
141701,1247,1274,False,-0.514,-0.514
141702,1277,1324,True,0.197,0.197
141703,1279,1407,True,0.384,0.384
141704,1295,1410,True,0.396,0.396
141705,1202,1298,False,-0.047,-0.047
141706,1183,1300,False,0.048,0.048
141707,1301,1422,True,0.106,0.106
141708,1303,1380,True,-0.061,-0.061
141709,1304,1341,True,0.245,0.245
141710,1214,1311,False,0.409,0.409
141711,1318,1436,True,-0.075,-0.075
141712,1273,1326,False,-0.058,-0.058
141713,1328,1450,True,0.514,0.514
141714,1330,1348,True,0.098,0.098
141715,1137,1343,False,-0.226,-0.226
141716,1345,1435,True,0.171,0.171
141717,1342,1350,False,-0.214,-0.214
141718,1233,1364,False,0.121,0.121
141719,1283,1369,False,0.276,0.276
141720,1371,1378,True,0.516,0.516
141721,1373,1382,True,-0.097,-0.097
141722,1245,1374,False,-0.252,-0.252
141723,1349,1375,False,-0.054,-0.054
141724,1376,1385,True,0.516,0.516
141725,1386,1439,True,0.218,0.218
141726,1250,1392,False,-0.284,-0.284
141727,1286,1393,False,-0.161,-0.161
141728,1190,1397,False,0.215,0.215
141729,1114,1403,False,0.258,0.258
141730,1379,1408,False,-0.094,-0.094
141731,1319,1409,False,-0.538,-0.538
141732,1313,1414,False,-0.235,-0.235
141733,1176,1415,False,0.129,0.129
141734,1126,1416,False,0.0,0.0
141735,1270,1417,False,-0.2,-0.2
141736,1423,1430,True,0.434,0.434
141737,1377,1424,False,-0.116,-0.116
141738,1175,1428,False,-0.591,-0.591
141739,1226,1429,False,0.0,0.0
141740,1358,1431,False,-0.046,-0.046
141741,1138,1433,False,-0.13,-0.13
141742,1174,1437,False,-0.62,-0.62
141743,1143,1438,False,-0.091,-0.091
141744,1178,1443,False,-0.017,-0.017
141745,1370,1449,False,-0.134,-0.134
141746,1355,1451,False,0.032,0.032
141747,1305,1455,False,-0.175,-0.175
141748,1106,1457,False,-0.276,-0.276
141749,1293,1460,False,-0.089,-0.089
141750,1448,1462,False,-0.489,-0.489
141751,1103,1233,True,0.07,0.07
141752,1107,1310,True,0.523,0.523
141753,1124,1308,True,-0.021,-0.021
141754,1132,1156,True,0.205,0.205
141755,1140,1307,True,0.157,0.157
141756,1145,1311,True,0.166,0.166
141757,1148,1163,False,-0.568,-0.568
141758,1172,1287,True,0.027,0.027
141759,1159,1210,False,-0.162,-0.162
141760,1211,1258,True,0.348,0.348
141761,1214,1419,True,0.086,0.086
141762,1120,1217,False,-0.074,-0.074
141763,1226,1410,True,0.298,0.298
141764,1228,1281,True,0.118,0.118
141765,1257,1430,True,0.409,0.409
141766,1136,1276,False,-0.403,-0.403
141767,1280,1294,True,0.176,0.176
141768,1165,1284,False,-0.461,-0.461
141769,1320,1450,True,0.369,0.369
141770,1218,1328,False,0.052,0.052
141771,1245,1336,False,0.081,0.081
141772,1338,1441,True,0.212,0.212
141773,1337,1339,False,0.212,0.212
141774,1288,1351,False,-0.127,-0.127
141775,1192,1353,False,0.354,0.354
141776,1169,1360,False,0.01,0.01
141777,1334,1362,False,-0.252,-0.252
141778,1160,1374,False,-0.177,-0.177
141779,1365,1388,False,-0.506,-0.506
141780,1383,1389,False,-0.015,-0.015
141781,1133,1395,False,-0.235,-0.235
141782,1406,1420,True,0.381,0.381
141783,1282,1423,False,-0.446,-0.446
141784,1248,1425,False,-0.436,-0.436
141785,1295,1429,False,0.098,0.098
141786,1278,1454,False,-0.323,-0.323
141787,1453,1458,False,0.011,0.011
141788,1140,1320,True,0.052,0.052
141789,1120,1218,False,-0.478,-0.478
141790,1217,1328,False,-0.352,-0.352
141791,1307,1450,False,0.264,0.264
141792,1246,1257,True,0.023,0.023
141793,1137,1193,False,-0.042,-0.042
141794,1266,1342,True,0.32,0.32
141795,1267,1268,False,-0.235,-0.235
141796,1259,1321,False,-0.325,-0.325
141797,1326,1354,True,0.058,0.058
141798,1292,1355,False,-0.064,-0.064
141799,1393,1411,True,0.031,0.031
141800,1251,1433,False,-0.361,-0.361
141801,1113,1167,True,-0.255,-0.255
141802,1119,1284,True,-0.213,-0.213
141803,1125,1434,True,-0.167,-0.167
141804,1126,1135,False,0.141,0.141
141805,1139,1237,True,0.29,0.29
141806,1143,1172,True,0.084,0.084
141807,1162,1224,True,0.322,0.322
141808,1165,1389,True,-0.134,-0.134
141809,1164,1166,False,-0.322,-0.322
141810,1181,1189,True,0.23,0.23
141811,1178,1185,False,0.0,0.0
141812,1197,1198,False,-0.145,-0.145
141813,1188,1213,False,-0.579,-0.579
141814,1220,1357,True,0.319,0.319
141815,1222,1311,True,0.452,0.452
141816,1180,1233,False,-0.488,-0.488
141817,1256,1341,True,0.474,0.474
141818,1314,1422,True,0.445,0.445
141819,1152,1324,False,-0.622,-0.622
141820,1262,1353,False,0.163,0.163
141821,1364,1449,True,0.004,0.004
141822,1370,1413,True,0.108,0.108
141823,1195,1377,False,0.152,0.152
141824,1388,1430,True,0.506,0.506
141825,1312,1392,False,-0.267,-0.267
141826,1122,1394,False,-0.282,-0.282
141827,1175,1395,False,-0.197,-0.197
141828,1288,1415,False,-0.12,-0.12
141829,1144,1423,False,-0.434,-0.434
141830,1335,1437,False,-0.483,-0.483
141831,1287,1453,False,-0.05,-0.05
141832,1104,1240,True,0.356,0.356
141833,1107,1383,True,0.29,0.29
141834,1105,1123,False,-0.224,-0.224
141835,1124,1411,True,0.093,0.093
141836,1127,1291,True,-0.157,-0.157
141837,1138,1174,True,0.343,0.343
141838,1150,1154,True,0.183,0.183
141839,1151,1252,True,0.521,0.521
141840,1163,1400,True,0.081,0.081
141841,1184,1264,True,0.048,0.048
141842,1196,1199,False,-0.018,-0.018
141843,1203,1416,True,0.297,0.297
141844,1208,1352,True,0.281,0.281
141845,1182,1210,False,-0.092,-0.092
141846,1218,1290,True,0.604,0.604
141847,1169,1226,False,-0.197,-0.197
141848,1230,1349,True,0.227,0.227
141849,1234,1277,True,-0.176,-0.176
141850,1239,1265,True,0.196,0.196
141851,1242,1414,True,0.16,0.16
141852,1243,1387,True,0.171,0.171
141853,1263,1346,True,-0.033,-0.033
141854,1254,1269,False,0.078,0.078
141855,1272,1408,True,0.206,0.206
141856,1274,1343,True,0.003,0.003
141857,1115,1281,False,-0.081,-0.081
141858,1227,1296,False,-0.479,-0.479
141859,1301,1318,True,-0.046,-0.046
141860,1317,1358,True,-0.184,-0.184
141861,1251,1323,False,-0.311,-0.311
141862,1282,1329,False,-0.054,-0.054
141863,1313,1330,False,-0.145,-0.145
141864,1168,1340,False,-0.093,-0.093
141865,1345,1458,True,0.14,0.14
141866,1374,1409,True,0.188,0.188
141867,1271,1386,False,-0.504,-0.504
141868,1153,1396,False,0.032,0.032
141869,1397,1398,True,-0.202,-0.202
141870,1142,1401,False,-0.479,-0.479
141871,1350,1403,False,-0.113,-0.113
141872,1194,1404,False,-0.322,-0.322
141873,1372,1412,False,0.015,0.015
141874,1202,1421,False,-0.129,-0.129
141875,1410,1431,False,-0.378,-0.378
141876,1373,1436,False,0.03,0.03
141877,1261,1448,False,0.221,0.221
141878,1141,1456,False,-0.138,-0.138
141879,1103,1354,True,0.21,0.21
141880,1114,1375,True,0.484,0.484
141881,1117,1407,True,0.069,0.069
141882,1119,1250,True,0.065,0.065
141883,1129,1413,True,0.279,0.279
141884,1130,1306,True,-0.367,-0.367
141885,1137,1298,True,-0.011,-0.011
141886,1159,1248,True,0.214,0.214
141887,1116,1173,False,-0.281,-0.281
141888,1181,1253,True,0.134,0.134
141889,1190,1287,True,0.07,0.07
141890,1191,1232,True,0.275,0.275
141891,1201,1424,True,0.203,0.203
141892,1177,1207,False,-0.165,-0.165
141893,1131,1221,False,0.124,0.124
141894,1222,1378,True,0.468,0.468
141895,1229,1283,True,0.161,0.161
141896,1231,1353,True,0.587,0.587
141897,1164,1235,False,-0.415,-0.415
141898,1236,1331,True,0.296,0.296
141899,1238,1368,True,0.208,0.208
141900,1245,1299,True,0.258,0.258
141901,1110,1259,False,0.087,0.087
141902,1268,1336,True,0.25,0.25
141903,1244,1273,False,-0.238,-0.238
141904,1228,1276,False,-0.195,-0.195
141905,1305,1307,False,0.036,0.036
141906,1312,1384,True,0.119,0.119
141907,1155,1314,False,-0.276,-0.276
141908,1133,1320,False,-0.507,-0.507
141909,1304,1321,False,-0.154,-0.154
141910,1325,1415,True,0.258,0.258
141911,1278,1326,False,-0.348,-0.348
141912,1338,1393,True,0.051,0.051
141913,1135,1348,False,-0.272,-0.272
141914,1216,1351,False,-0.113,-0.113
141915,1260,1356,False,-0.236,-0.236
141916,1361,1461,True,0.319,0.319
141917,1364,1370,True,0.138,0.138
141918,1266,1371,False,-0.152,-0.152
141919,1310,1382,False,-0.514,-0.514
141920,1204,1402,False,-0.034,-0.034
141921,1297,1405,False,-0.266,-0.266
141922,1111,1419,False,-0.291,-0.291
